textID,text,selected_text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km²),Density (P/Km²)
87e431c57e,My palms are itchy. Doesn`t that mean something about coming into a great deal of money?,a great deal of money?,positive,night,70-100,Marshall Islands,59190,180.0,329
4d727a948d," yeah, I was always changing my hair color in High School.  I`ve pretty much worn everything LOL. Some good, some baaaaaaaad",". Some good, some baaaaaaaad",neutral,morning,46-60,Liberia,5057681,96320.0,53
697c1dbb89, hasn`t shipped yet  I won`t get over there until at least 7. I`ll call you.,hasn`t shipped yet  I won`t get over there until at least 7. I`ll call you.,neutral,night,70-100,Pakistan,220892340,770880.0,287
f172c21df4,"is boiling in the office, air con any1 ?","is boiling in the office, air con any1 ?",neutral,morning,0-20,Sao Tome and Principe,219159,960.0,228
35e24f0ea7,"is watching big brothes big quiz    ,       rather tiredd    , but downloading a dvd so have to wait till finished till i can go to bed",",       rather",negative,night,70-100,Bolivia,11673021,1083300.0,11
e1cf6a99a1," since I`m reading the Twilight series and watching Underworld today, I gotta say...perfect pic for my day",.perfect,positive,noon,21-30,Guinea-Bissau,1968001,28120.0,70
de13e087cc, i havent got poked much,poked,negative,noon,21-30,Iran,83992949,1630000.0,52
a1015c728a, i work til 10:15...,i work til 10:15...,neutral,morning,0-20,Belarus,9449323,202910.0,47
8a85f205e6,"OOOH,  i have a question for you all. DOES YOUR CHAIN HANG LOW?  idk! sorry!",! sorry,negative,night,70-100,India,1380004385,2973190.0,464
3a0450464e,has had a nice long nap  http://plurk.com/p/stvqp,nice,positive,night,31-45,Morocco,36910560,446300.0,83
41e4e18982, my phne blocks text,my phne blocks text,neutral,morning,46-60,Malawi,19129952,94280.0,203
8073b256f8,hollie steel  bless her. but go dreambears <33333 hahahahaha,go dreambears <33333 hahahahaha,positive,night,31-45,Senegal,16743927,192530.0,87
aae9bbceab, happy mother`s day! you are beautiful.,happy,positive,night,70-100,Vietnam,97338579,310070.0,314
b462287128,"twitter wont change anything  TWITTER, WHAT THE HECK IS WRONG WITH YOU???!!",WHAT THE HECK IS WRONG WITH YOU???!!,negative,night,70-100,Kiribati,119449,810.0,147
4c5caae011,"Watched Adaptation, Interiors, and The Women (1939). All in all, good movie night. Breakfast with dad and kelley in the morning",good movie night.,positive,morning,0-20,Jamaica,2961167,10830.0,273
0656a9dd47,editing something in photoshoot  NILEY,editing something in photoshoot  NILEY,neutral,night,31-45,Iraq,40222493,434320.0,93
47c71a706c, Hey I bought that Porter Cable 4-piece set.  My new drill has an LED light near the trigger.  Oh I`m so happy.,.  Oh I`m so happ,positive,night,70-100,Spain,46754778,498800.0,94
d52446672f,_ listen to FTSK  they stop my bordum  haha how was your day? finished crying about Harold? ha ****,d crying,negative,noon,60-70,El Salvador,6486205,20720.0,313
c70fe26447,_emo_zac and a good morning from france to my zaccie,good,positive,noon,21-30,Myanmar (formerly Burma),54409800,653290.0,83
4f6c2359a3, Unfortunately I didn`t see any of that spreading of poo,Unfortunately,negative,noon,21-30,Saint Kitts and Nevis,53199,260.0,205
aeb913f372,"Word to all those i call mom, and there are a lot of yall.. HAPPY MOTHERS DAY  i love you all!",HAPPY,positive,noon,21-30,Saint Kitts and Nevis,53199,260.0,205
08afec628c," i`m not at chaseton`s either  please don`t die, my heart will be really sad",y sad,negative,noon,60-70,Japan,126476461,364555.0,347
488d1aa6d0,Watching the Pianist with my dad great movie.,great,positive,morning,0-20,Georgia,3989167,69490.0,57
5e1ace2c57,  the website is http://tinyurl.com/c7yojg  idk if the place is around ur area..,the website is http://tinyurl.com/c7yojg  idk if the place is around ur area..,neutral,noon,60-70,Libya,6871292,1759540.0,4
ef64a8edff, hehe sure thing,hehe sure thing,neutral,morning,46-60,Saint Vincent and the Grenadines,110940,390.0,284
4e5ea1304c,Were at citibank I thought we were gonna go to grannys house but were no,Were at citibank I thought we were gonna go to grannys house but were no,neutral,morning,46-60,Eritrea,3546421,101000.0,35
077424e4f4,"I seem to have run into a bit of a keychain issue.  User differs on /Library/Keychains/System.keychain, should be 501, owner is 0","I seem to have run into a bit of a keychain issue.  User differs on /Library/Keychains/System.keychain, should be 501, owner is 0",neutral,morning,46-60,Lithuania,2722289,62700.0,43
a618e8e33e," Hey Sam, happy mothers day",happy,positive,night,70-100,Ecuador,17643054,248360.0,71
2a2ffdd756,Home from Whitney`s. No sleep. Church in a bit. Dangggg....I`m tired. But it was worth it,Home from Whitney`s. No sleep. Church in a bit. Dangggg....I`m tired. But it was worth it,neutral,morning,0-20,Dominica,71986,750.0,96
5c3831e16a, another david hughes on your list? I`m hurt   ftw!,I`m hurt,negative,noon,60-70,Kyrgyzstan,6524195,191800.0,34
820d3a68bf, Happy mothers day to you beautiful!,Happy,positive,noon,21-30,Colombia,50882891,1109500.0,46
01ce5f884e,not going out with them. there is another fatty i like and hopefully ill see him in when i`m in cali in 8 days. if hes not upset with me.,not going out with them. there is another fatty i like and hopefully ill see him in when i`m in cali in 8 days. if hes not upset with me.,neutral,morning,0-20,Tajikistan,9537645,139960.0,68
2b089cc68e,Red Rock for lunch with Colin.  and  couldn`t come.  IPA Junior freshly made! Yum yum yum.,e! Yum yum yum,positive,morning,0-20,Brunei,437479,5270.0,83
9ab1cec0d4,"Ah, finally at home in my comfy bed. Goodnight",Goodnight,positive,noon,60-70,Poland,37846611,306000.0,124
09f6e21fa6, - I`m not letting Reach sink. Thats for sure. I`m still presenting and joint HON! Owens Mon 8pm-10pm & I`m Sat 2pm-4pm,- I`m not letting Reach sink. Thats for sure. I`m still presenting and joint HON! Owens Mon 8pm-10pm & I`m Sat 2pm-4pm,neutral,morning,46-60,Ethiopia,114963588,1000000.0,115
f14704cc9b,Oh no.... Trouble in paradice,Trouble in paradice,negative,night,70-100,Panama,4314767,74340.0,58
43bb787b06,"Wish I could attend E3 this year. But these small events like the NBA and Stanley Cup Finals keep getting in the way.   Work, work, work.","Wish I could attend E3 this year. But these small events like the NBA and Stanley Cup Finals keep getting in the way.   Work, work, work.",neutral,night,31-45,Honduras,9904607,111890.0,89
eb2c5418a4,Where did everyone go?? boo got no-one to twitter on to now  Wonder if I can con some innocent un-suspecting people into talking to me??,Where did everyone go?? boo got no-one to twitter on to now  Wonder if I can con some innocent un-suspecting people into talking to me??,neutral,morning,46-60,Solomon Islands,686884,28000.0,25
435c21f256, yea I was about to call you shallow but you saved yourself by saying he makes good music,good,positive,morning,46-60,Sweden,10099265,410340.0,25
07b2c97893,Anyone want to stop by Carl`s Jr and bring me a chicken club?  Can barely walk...,Can barely walk.,negative,morning,46-60,Sri Lanka,21413249,62710.0,341
736ac9aaeb,i keep coughing my guts up,i keep coughing my guts up,neutral,night,31-45,San Marino,33931,60.0,566
05d193f85b, YEAY!. haha. thank you so much jiah,YEAY!. haha. thank you,positive,noon,21-30,Holy See,801,0.0,2003
3212554935,Just chillin at home,chillin,positive,morning,46-60,Argentina,45195774,2736690.0,17
7e639b4cc5,hoping to hear from you all soon,hoping to hear from you all soon,positive,morning,46-60,Mozambique,31255435,786380.0,40
df8239eba0,my portfolio v2 uploaded! any comments and feedback are warmly welcomed!  http://www.maxiin.net/,warmly,positive,noon,60-70,Malaysia,32365999,328550.0,99
d55e51e012,my favourite song tonight is cheer it on by Tokyo Police Club,favourite,positive,night,70-100,Iraq,40222493,434320.0,93
77f00699ec,"all pugged in and ready to go. device updates on, so feel free to bombard me at any time.  Time to actually get something done.","all pugged in and ready to go. device updates on, so feel free to bombard me at any time.  Time to actually get something done.",neutral,night,70-100,Monaco,39242,1.0,26337
c18377388a, sounds nice   have you downloaded twitterena 2.0 lol ?,sounds nice,positive,noon,21-30,Azerbaijan,10139177,82658.0,123
566b75ccf1,  I am not a ****! damnit!  [sending you an e-mail right now btw],I am not a ****! damnit!,negative,noon,60-70,Nepal,29136808,143350.0,203
ee926a4020,"I have the worst stuffy nose EVER. Lauren`s spending the night, and I took too much Sudafed!",worst stuffy nose EVER.,negative,noon,21-30,Angola,32866272,1246700.0,26
d406cbdd14,J Ross you can`t leave the killers still singing and run the titles - you should have been edited out for more music - happy - not,happy - not,negative,night,31-45,Equatorial Guinea,1402985,28050.0,50
77a1e2537a,im writing an exam on a SATURDAY  that should be illegal  where`s my weekend?,that should be illegal,negative,morning,46-60,Serbia,8737371,87460.0,100
e2bb0b25df,is terrible at saving money..,terrible,negative,morning,46-60,Brunei,437479,5270.0,83
040d1d9dcb,"Gonna WoW for a bit. Later, Twitter <3",Twitter <3,positive,noon,21-30,Samoa,198414,2830.0,70
da35fed5bc,  Great!  I was hoping to run under 40mins and ended up doing 39:07  Woo hoo!  Gotta love the C25k,07  Woo hoo!  Gotta,positive,night,31-45,Kiribati,119449,810.0,147
20093be522," *huggles* I don`t see all the replies right away, and my boss is hovering today. And I`m feeling pissy about life","*huggles* I don`t see all the replies right away, and my boss is hovering today. And I`m feeling pissy about life",negative,night,31-45,Equatorial Guinea,1402985,28050.0,50
75d48f475d," No, trying to reason with it. It didn`t listen",It didn`t listen,negative,night,31-45,Senegal,16743927,192530.0,87
a18ac22ee5,follow me!,follow me!,neutral,night,70-100,Portugal,10196709,91590.0,111
1f5ff80f2e,Dollhouse was saved!!! Its coming back for another season!!! Too bad scrubs isn`t,bad,negative,morning,46-60,Bosnia and Herzegovina,3280819,51000.0,64
21c4406bdb," nothing, they make it up, last time i checked a jar of curry sauce there was no pepper inside, i was disappointed",", i was disappointed",negative,night,31-45,Chile,19116201,743532.0,26
2d2b117213, WTF!!!!  LMAO!!! *Just got hit in the head with bloody balls*,WTF!,negative,morning,46-60,France,65273511,547557.0,119
d0ab2d2ac4,Employee orientation for serco  yayy.. I`m excited/nervous!!!! Wish me luck!,I`m excited/nervous!!!!,positive,night,31-45,Uzbekistan,33469203,425400.0,79
a1824a88d8,i think my ipod is sick  it doesn`t want to connect to any wi-fi . . .,sick,negative,noon,21-30,Germany,83783942,348560.0,240
cdaa76b155, I don`t think I`m going camping,I don`t think I`m going camping,negative,morning,0-20,Timor-Leste,1318445,14870.0,89
7b153dd5d7,  I`m starting to feel depressed with this hurricane talk... I`m on the front lines down here!,l depressed,negative,noon,60-70,Iran,83992949,1630000.0,52
03e41e477a,oh how I miss my truck... I could have my whole place moved by now...,I miss,negative,morning,46-60,Greece,10423054,128900.0,81
a0029221b9, Come online! I need someone to talk to,Come online! I need someone to talk to,neutral,night,31-45,Spain,46754778,498800.0,94
7cf270ff72, yes........there are many cool things americans cannot watch,...there are many cool,positive,night,70-100,Algeria,43851044,2381740.0,18
28fc81d56a,wants cookie,wants cookie,positive,morning,0-20,Rwanda,12952218,24670.0,525
a5cc484f84,"had SUCH and AMAZING time last night, McFly were INCREDIBLE",AMAZING,positive,noon,21-30,Cameroon,26545863,472710.0,56
94b47653da,looking at all my old myspace status` oh mann. Skyrockets in flight! afternoon delight! AAAAAAAAfternoon delight!,delight!,positive,noon,60-70,Mauritius,1271768,2030.0,626
dccecafe06,home after a while out! i feel like a long skate seshion but got arrands to do,home after a while out! i feel like a long skate seshion but got arrands to do,neutral,night,70-100,Suriname,586632,156000.0,4
92cf8fa3d1, sorry love had no left overs  but come through sat @ mi casa for ton`s birthday! we`ll have tons of food,sorry,negative,noon,60-70,Germany,83783942,348560.0,240
33ea2ecd0c,i suppose i best get ready for work  grrr,best get ready for work  grrr,positive,morning,46-60,Vanuatu,307145,12200.0,25
8bd5b460ae, omg wtf why is there a **** site following me?!,omg wtf,negative,noon,21-30,North Korea,25778816,120410.0,214
2614f7b5de, awww sowy shortie,sowy,negative,night,31-45,Algeria,43851044,2381740.0,18
3dbc0f7847,  but i love your haaaaair!,i love,positive,morning,0-20,Greece,10423054,128900.0,81
26e46078a6,Hiiiiii! I texted u the other day and u didn`t respond  what`s up with that?!,Hiiiiii! I texted u the other day and u didn`t respond  what`s up with that?!,negative,night,70-100,Antigua and Barbuda,97929,440.0,223
d1ddea2471,Happy mother`s day everyone! still playing pet society!,Happy,positive,noon,60-70,Sudan,43849260,1765048.0,25
878acf5421, i wish you were in my class last year,i wish you were in my class last year,positive,noon,60-70,Albania,2877797,27400.0,105
ae89958cc5,i may cry **** this weather got my **** burnt (nt literally jus my shins arms n chest) legs hurt lyk a biatch  slightly enjoy it tho ha,burnt,negative,night,70-100,Gambia,2416668,10120.0,239
d3e4c2cf2e,"  hey, but you have gal pals here in Phoenix!!!","hey, but you have gal pals here in Phoenix!!!",neutral,noon,21-30,Libya,6871292,1759540.0,4
e889de7271,This is scary  they hooked me up to 9 wires n it printed sum graph ohhhhhh,This is scary,negative,night,70-100,Italy,60461826,294140.0,206
b577fb522c,The frank black (and his wifey) show was aaaaaaaaaamazing  sd trip is made!,aaaaaaaaaamazing,positive,morning,46-60,Tajikistan,9537645,139960.0,68
4b0b800393, haha I just playing,haha I just playing,neutral,noon,21-30,Bhutan,771608,38100.0,20
b44a0e4a37, sorry didn`t get to see you,sorry didn`t get to see you,negative,noon,21-30,Samoa,198414,2830.0,70
29506f993d," Yeah, `Age of Aquarius` IS a pretty scary song",scary,negative,noon,21-30,Moldova,4033963,32850.0,123
7d2813010c, im probs gonna have to wait until it comes out on dvd  x,im probs gonna have to wait until it comes out on dvd  x,neutral,noon,21-30,Tunisia,11818619,155360.0,76
d5b224c4c1, A pleasure Murray,pleasure,positive,night,70-100,Antigua and Barbuda,97929,440.0,223
2c8306a852,#mikeywayday? Count me IN,Count me IN,neutral,noon,60-70,Tuvalu,11792,30.0,393
cc8b7f0874, In our vedanta class we have a saying 'Chit Happens' (chit being mind vibrations or thoughts),In our vedanta class we have a saying 'Chit Happens' (chit being mind vibrations or thoughts),neutral,morning,46-60,Kuwait,4270571,17820.0,240
9aeed3cf6f,is helping  making a twitter account,helping,positive,morning,0-20,Hungary,9660351,90530.0,107
e772bc694c,wake up...and go make breakfast..,wake up...and go make breakfast..,neutral,morning,0-20,Bosnia and Herzegovina,3280819,51000.0,64
e4944a82ed," let me guess ... ran a few miles?  Respect dude, I can`t do it.  Maybe you should train me",Respect,positive,night,70-100,Barbados,287375,430.0,668
493f4d200a, This definitely separates a professional robber & from an amateur one!,separates,negative,noon,60-70,Bhutan,771608,38100.0,20
6c58d37433," Haha ya, my friend and I are totally having a kick off party for the occasion!!",my friend and I are totally having a kick off party for the occasion!!,positive,night,31-45,Jordan,10203134,88780.0,115
97dfc59d35,Playing with my puppy,Playing with my puppy,positive,night,70-100,Tonga,105695,720.0,147
c2aa83de21, yeah they are basically awesome,awesome,positive,night,70-100,United Kingdom,67886011,241930.0,281
eadb5f8e35,"  LOL --> don`t mention it, my pleasure!!","t, my pleasure!!",positive,morning,46-60,Kazakhstan,18776707,2699700.0,7
8224b45279,NCP no longer has job placement,no longer,negative,noon,21-30,Chad,16425864,1259200.0,13
a46571fe12, congrats!,congrats!,positive,night,70-100,Russia,145934462,16376870.0,9
1713953b9f,"I so don`t wanna go outside, I don`t have anything to do there  Maybe I will write later...","I so don`t wanna go outside, I don`t have anything to do there  Maybe I will write later...",neutral,morning,0-20,Vanuatu,307145,12200.0,25
74dfd381f2,Getting a cleaning on tues then getting a tooth pulled on thurs. Then gotta schedule a bridge that might need a root canal--ugh.,ugh.,negative,morning,46-60,Nigeria,206139589,910770.0,226
84a6ac52b2,dissapointed in every way....confused... and damaged by the ugly love bug,dissapointed,negative,noon,21-30,Malta,441543,320.0,1380
5d941201a6, I guess that`s true!,true!,positive,night,70-100,Guyana,786552,196850.0,4
4ce03d596c, I am doing the same  I want to travel a little!,I am doing the same  I want to travel a little!,neutral,noon,21-30,Grenada,112523,340.0,331
d70cb6139b,  it wont let me vote even tho im signed in,it wont let me vote,negative,night,31-45,Marshall Islands,59190,180.0,329
a5a9d7298c,which is why i can`t wait till i move out of home and life by myself next year  WACKY ADVENTURES EVERY DAY!!!!!,which is why i can`t wait till i move out of home and life by myself next year  WACKY ADVENTURES EVERY DAY!!!!!,neutral,night,70-100,Madagascar,27691018,581795.0,48
c62590abcd,"    Shiv, his place, slowly I hope",y I ho,positive,night,31-45,Kiribati,119449,810.0,147
1a3911eeb2,just about to say goodbye to  and  two of the best interns that Elevate have ever had,e best,positive,night,70-100,Comoros,869601,1861.0,467
805ae96f87, You poor thing  Hang in there. -****- luf joe,poor,negative,morning,0-20,Lithuania,2722289,62700.0,43
b759269005,"I am sooooo happy! Finally, Kean Cipriano replied to my chat messages. I hope he`s not fake.","I am sooooo happy! Finally, Kean Cipriano replied to my chat messages. I hope he`s not fake.",positive,night,31-45,Uzbekistan,33469203,425400.0,79
c2f663dfcd, aaaw... that`s very sweet of him. my girl friends gots to drag them hubbies just so we can 'nite-out'. unless my beer. LoL,that`s very sweet of him.,positive,morning,0-20,Mozambique,31255435,786380.0,40
387094c295, Look forward to seeing the resume!,Look forward to seeing the resume!,neutral,night,70-100,Spain,46754778,498800.0,94
b0c0f7adde,Has finally mastered the art to uploading a photo on said Twitter. You can no longer assume I`m a heffer,Has finally mastered the art to uploading a photo on said Twitter. You can no longer assume I`m a heffer,neutral,noon,21-30,Tuvalu,11792,30.0,393
4e7784f9b8,Playin` didgeridoo in the living room and thinking about the world going by.... lovely life  #fb,lovely,positive,night,31-45,Algeria,43851044,2381740.0,18
cbf87fcd46,@_mamalaura night! So cute that K loves frogs  http://myloc.me/FI0,loves fr,positive,morning,0-20,Cambodia,16718965,176520.0,95
47ae2313ac, Go for it!!,Go for it!!,neutral,night,70-100,Chile,19116201,743532.0,26
730fe3f498,ran over a worm skating...  poor wormie. but glad to be back.,glad,positive,morning,46-60,South Korea,51269185,97230.0,527
22e97bf9cd, I`m fine thx. Had 3 days off and took advantage of them -> tired.  Waiting too see pics and read your blog.,I`m fine thx.,positive,night,31-45,Kiribati,119449,810.0,147
5a77e2b2d6, I GOT IT! i hope i get off of work in time for UP   want my job?,I GOT IT! i hope i get off of work in time for UP   want my job,neutral,noon,60-70,Switzerland,8654622,39500.0,219
20ced8c257, CLAY AIKEN? GET ME AN AUTOGRAPH!,CLAY AIKEN? GET ME AN AUTOGRAPH!,neutral,noon,60-70,Kenya,53771296,569140.0,94
12c28b4d30,wheelchair fitting today for mall buzzing & Home Depot. 'Homebound' just got REAL old  Goal: taxi yellow or electric RED!,wheelchair fitting today for mall buzzing & Home Depot. 'Homebound' just got REAL old  Goal: taxi yellow or electric RED!,neutral,morning,0-20,Belarus,9449323,202910.0,47
01efe51f51, internet billing with fee of 30% and only in 13 countries and a setup cost of 5000 for usa alone,internet billing with fee of 30% and only in 13 countries and a setup cost of 5000 for usa alone,neutral,morning,0-20,Guinea,13132795,246000.0,53
1145237e9e,Shame I`ve gotto go to work,Shame,negative,noon,60-70,Fiji,896445,18270.0,49
9aa68300ec, THANKS!,THANKS!,positive,morning,0-20,Norway,5421241,365000.0,15
9650818acc,i hella wanted a sausage mcmuffin but when i gt there breakfast was over,i hella wanted a sausage mcmuffin but when i gt there breakfast was over,neutral,noon,60-70,Sudan,43849260,1765048.0,25
7c57e06c07,Was quite amusing watching Pangaea sing 'F*** Killah Priest!' I guess he won`t be featuring on their album,quite amusing,positive,night,70-100,Lesotho,2142249,30360.0,71
1544c4c141," Dude, I hear ya. I`ll be 26 two weeks from tomorrow. I feel old.",I feel old.,negative,night,70-100,Vietnam,97338579,310070.0,314
7484472d96,"At this point, I`m gonna be left here with only Tommy. He is no prize.",He is no prize.,negative,noon,21-30,North Korea,25778816,120410.0,214
3bd28edff2,... Money money money...      http://twitpic.com/664uz,... Money money money...      http://twitpic.com/664,neutral,noon,21-30,Togo,8278724,54390.0,152
24804e84b1,Just finished cleaning the bathroom.  Now I smell like clorox,.  Now I smell like clorox,negative,night,70-100,Spain,46754778,498800.0,94
1dfa6b2e92," yeah man, they brought it back on the market a couple years ago...it scarce through",scarce,negative,noon,60-70,Cyprus,1207359,9240.0,131
4f566959d3,Ugh RUDE!..,Ugh RUDE!..,negative,night,31-45,Czechia (Czech Republic),10708981,77240.0,139
759fa44191, You gave me the inspiration for my last update.,the inspiration,positive,night,70-100,Zimbabwe,14862924,386850.0,38
b2215eb91b,"Holy cow! Archie Andrews finally marries Veronica Lodge.This is not what I thought will eventually happen in my 6th grade  Awww...bad, bad","This is not what I thought will eventually happen in my 6th grade  Awww...bad, bad",negative,morning,0-20,Lithuania,2722289,62700.0,43
14caae56d8,_1   is leavin bc of racists *starts cryin*,s cryin,negative,night,70-100,Cabo Verde,555987,4030.0,138
fa346d7dc4, Nope,Nope,neutral,noon,60-70,Venezuela,28435940,882050.0,32
1915a44b0e,"I really fancy Baked Eggs, but I have no Spinach",fancy,positive,night,70-100,Portugal,10196709,91590.0,111
db01f598c2,Sad because i cant go over my friends house,Sad,negative,morning,0-20,Mauritania,4649658,1030700.0,5
904008e438," Thanks, but the Elance course is not mine! It`s .","Thanks,",positive,morning,0-20,Mozambique,31255435,786380.0,40
7977b7383f," It`s sunny and hot in London today, while I sit in office cranking spreadsheets",e cranking spreadsheets,negative,morning,0-20,Turkmenistan,6031200,469930.0,13
be141f574a,I was kinda looking forward to seeing Seann William Scott in the office today,I was kinda looking forward to seeing Seann William Scott in the office today,neutral,morning,0-20,Nigeria,206139589,910770.0,226
0bb6ecf377,_morley LOL I love your kids,I love yo,positive,noon,21-30,Costa Rica,5094118,51060.0,100
e6b78cdb01, i can`t wait! its most definately going to be amazing.  <3 michelle,i can`t wait! its most definately going to be amazing.  <3 michelle,positive,noon,21-30,Saudi Arabia,34813871,2149690.0,16
575735ea79,There`s a spider in my room. Save me...,There`s a spider in my room. Save me...,negative,noon,21-30,Chad,16425864,1259200.0,13
47482b6d19,"@_Janet_ ouch, I hate it when favourite items of clothing get ruined.",hate,negative,noon,21-30,Saint Kitts and Nevis,53199,260.0,205
f34a2d7b4d, I think I`ve been killed judging bt my energy after attacking just to see what happened  #spymaster,I`ve been killed,negative,morning,46-60,Austria,9006398,82400.0,109
045b39af33,hanging out in myrtle beach as a married man,hanging out in myrtle beach as a married man,neutral,morning,0-20,Solomon Islands,686884,28000.0,25
8e9885e7d7,Craving munchkins so bad.,bad.,negative,morning,0-20,Afghanistan,38928346,652860.0,60
e0d6e36680,MY first pos,MY first pos,neutral,morning,0-20,Hungary,9660351,90530.0,107
b0286aab80, she had another song out recently but it didn`t get that much play,she had another song out recently but it didn`t get that much play,neutral,morning,46-60,Malawi,19129952,94280.0,203
977dcb08e9,"YAWN! Ow, caught a cramp  maybe I should take a nap","YAWN! Ow, caught a cramp  maybe I should take a nap",neutral,morning,0-20,Greece,10423054,128900.0,81
0569c90a22, Hi Serena just want to say good luck in Madrid and Paris this month,good luck,positive,noon,21-30,Fiji,896445,18270.0,49
54b1afe7a8, Ooh can I have some? I`m hungry but I don`t wanna get outta bed,Ooh can I have some? I`m hungry but I don`t wanna get outta bed,neutral,noon,21-30,Angola,32866272,1246700.0,26
ff18e21987, I`ll try..blah! Thanks  what are u up to today?,I`ll try..blah! Thanks  what are u up to today?,neutral,morning,46-60,Austria,9006398,82400.0,109
2f0047bcad, I did laundry tonight too.  Guess I can admit that now that you paved the way.,w that you paved the way.,positive,morning,46-60,Georgia,3989167,69490.0,57
39bb8e9348,I miss my wacom. Especially the mouse. Laptop touch pad is horrible,I miss my wacom. Especially the mouse. Laptop touch pad is horrible,negative,night,70-100,Turkey,84339067,770000.0,110
7e05e68092,Ok this is a lot more boring then I thought  and matt has me on lockdown bc of moolah...,Ok this is a lot more boring,negative,night,70-100,Thailand,69799978,510890.0,137
9e8ad3c3f6,"Being unable to have booze on a Friday, indeed the entire weekend, actually hurts",hurts,negative,night,70-100,"Eswatini (fmr. ""Swaziland"")",1160164,17200.0,67
b47d9a6f97,looking at this website!! should be working!!,should be working!!,positive,morning,0-20,Solomon Islands,686884,28000.0,25
d62b284da0, home now and added a few more Grice`s to my list,home now and added a few more Grice`s to my list,neutral,noon,60-70,Guinea-Bissau,1968001,28120.0,70
74dc715845, lol seriously.  fail. ::sigh::,lol seriously.  fail. ::sigh::,negative,noon,60-70,Uruguay,3473730,175020.0,20
80e48ff9b3,Never made it to the gym so will be doing my blowout sans thong wearing company. Phew! But bummer on missing workout,bummer,negative,noon,60-70,Mauritius,1271768,2030.0,626
ee1bab493a,have been to portugal. and spain. and has a sore throat. scary?,scary?,negative,morning,0-20,Yemen,29825964,527970.0,56
1c39dd924f,) hello,) hello,neutral,noon,21-30,Angola,32866272,1246700.0,26
92a614fee8,Fkkk at the nurses coughing up my lungs,Fkkk at the nurses coughing up my lungs,neutral,noon,60-70,Kenya,53771296,569140.0,94
5cbd4f1169,Happy Mother`s day! Sent msg to mom and got her phone call. I wish one day we can live in the same city so I can take care of her.,I can take care of her.,positive,night,31-45,Liechtenstein,38128,160.0,238
3cc85b8399, http://twitpic.com/4vvou - Ok...I LOVE IT!! Melika come on do your make-up like this next time we go out,LOVE,positive,noon,60-70,El Salvador,6486205,20720.0,313
b582565703, haha! And Twitter! Hard though isn`****?!,Hard,negative,night,31-45,Ecuador,17643054,248360.0,71
2b83344b6c,but i did have a really nice smoothy at baulko shops,nice,positive,noon,60-70,Uruguay,3473730,175020.0,20
06c1fbf621,_august84 hahahaha now that is a spooky wish babes  how about a lifetime supply of shoes with matching bags and constant weight?,spooky,negative,night,70-100,Lesotho,2142249,30360.0,71
9dc883f7b4,nt online today & mayb whole of next week  if u havent voted pls do: http://bit.ly/hHigd,nt online today & mayb whole of next week  if u havent voted pls do:,neutral,morning,0-20,Haiti,11402528,27560.0,414
a74020d356, oh thank you thank you! Was hoping the video will be online,oh thank you thank you!,positive,noon,60-70,Fiji,896445,18270.0,49
482fb09240,I wish the sun would shine. but it won`t,won`t,negative,morning,46-60,Norway,5421241,365000.0,15
bda1d7b693, Was pawing thru Elle & saw you innit!,Was pawing thru Elle & saw you innit!,neutral,morning,0-20,Jamaica,2961167,10830.0,273
bc8e9160c4,"_chung oh get well soon Alexa, take some rest",get well soon,positive,morning,46-60,Palau,18094,460.0,39
fedc97c091,Said The Whale & Mother Mother? OK!,Said The Whale & Mother Mother? OK!,neutral,noon,21-30,Oman,5106626,309500.0,16
2aaec29d9e, i bet they did  some people have no ideia or standards  have a lovely time the pair of you,i bet they did  some people have no ideia or standards  have a lovely time the pair of yo,neutral,night,70-100,Equatorial Guinea,1402985,28050.0,50
db42b009bc,night twitter lovelies. happy yo momma day. i luff you mummy,lovelies.,positive,noon,60-70,Gabon,2225734,257670.0,9
3ffa66d4ce,is freaking exhausted...need to go to bed....gotta get up early YUCK....HAPPY MOTHER`S DAY TO ALL YOU MOMMIES OUT THERE,is freaking exhausted...need to go to bed....gotta get up early YUCK....HAPPY MOTHER`S DAY TO ALL YOU MOMMIES OUT THERE,neutral,night,70-100,Guyana,786552,196850.0,4
a27b957970,I`m so worried about my sister`s guinea pig. I hope Stalin makes it through tonight!  you can do it baby!!,I`m so worried about my sister`s guinea pig. I hope Stalin makes it through tonight!  you can do it baby!!,neutral,noon,60-70,North Korea,25778816,120410.0,214
fcbd37a581,Young love comes to an end,Young love comes to an end,neutral,noon,60-70,Costa Rica,5094118,51060.0,100
992cbe7167,. welcome to Twitter!!!    Love you!!!  Can`t wait to see you next month,Love yo,positive,night,31-45,Russia,145934462,16376870.0,9
7543436cad,"finished sewing for the night, uploading pictures from slidebar and beach. i cant believe i am having difficulties with twitter!",i cant believe i am having difficulties with twitter!,negative,noon,60-70,Malta,441543,320.0,1380
0ccac3f8b7,sweet situations.,sweet situations.,positive,morning,46-60,Papua New Guinea,8947024,452860.0,20
0507b32afe, I have tried. He doesn`t want to listen. I don`t know what to do anymore. I just feel like HE doesn`t care anymore,I have tried. He doesn`t want to listen. I don`t know what to do anymore. I just feel like HE doesn`t care anymore,negative,morning,0-20,Benin,12123200,112760.0,108
6b46c4b331,died again in KP  .. gonna upgrade some of my spells now first before heading back there... #eq2,died,negative,morning,46-60,Andorra,77265,470.0,164
